annotator_id,article_id,political_typology,effect,explanation,article_index,change,reinforce,date_created
C02,1824029.txt,Market Skeptic Republicans,2,I firmly believe America can not afford to keep bailing other countries out until we get out of debt. But we can not leave these countries without help either. ,155,"","",2018-05-22 17:48:26.963972+02
C02,1825399.txt,Market Skeptic Republicans,3,Affordable housing is important and it shouldn’t be considered a bad thing. Affordable housing should have access to good schools and be kept up so it’s not considered the “slums”,156,"","",2018-05-22 17:52:17.565171+02
C02,1826378.txt,Market Skeptic Republicans,3,Politicians talk big about tax cuts but the only ones it ever really benefits is those who are already rich. ,157,"","",2018-05-22 17:58:36.238892+02
C02,1826988.txt,Market Skeptic Republicans,3,We all need to be more concerned with conserving our enviroment over building monuments for everyone who may or may not need to be commemorated. ,158,"","",2018-05-22 18:01:27.27473+02
C02,1827046.txt,Market Skeptic Republicans,4,If only politicians really could make the things they propose happen the way it’s supposed to. ,159,"","",2018-05-22 18:05:53.28129+02
C02,1827136.txt,Market Skeptic Republicans,4,"Low income housing doesnt have to be a bad thing, prior to possibly being sold this sounds like an ideal place to live. Here’s hoping that enviroment doesn’t change with a sale. ",160,"","",2018-05-22 18:10:31.096953+02
C02,1827562.txt,Market Skeptic Republicans,2,I don’t feel that anyone should receive waivers for any reason from any crime. ,161,"","",2018-05-22 18:15:08.299001+02
L05,1761531.txt,Opportunity Democrats,3,"No clear political stance here, largely an opinion piece on the need for reform of the NY legislature",84,"","",2018-05-22 18:32:09.551645+02
L05,1761788.txt,Opportunity Democrats,3,"A clear political stance is not readily apparent, largely an opinion piece on the need for reform of the NY legislature",85,"","",2018-05-22 18:33:01.955578+02
L05,1764993.txt,Opportunity Democrats,4,"I support  universal design; by designing things with the interests of the disabled in mind, everyone benefits.  I agree with making society easier for people with disabilities to navigate. Changes to the cab fleet in NY would make it easier for people with disabilities to navigate. I was not aware of the stats regarding the number of cabs, buses, and subways that are amenable to the needs of the disabled",86,"","",2018-05-22 18:40:02.042002+02
L05,1771313.txt,Opportunity Democrats,5,"This editorial reminds me of the data analysis slogan, ""junk in, junk out"". I am a researcher so I appreciate standard methods for calculation and analysis that will allow valid decisions to be made. This editorial supports my stance on using valid and reliable measures for data analysis",87,"",YES,2018-05-22 18:47:10.818869+02
C02,1828218.txt,Market Skeptic Republicans,3,I really don’t have a strong stance on this. ,162,"","",2018-05-22 18:49:51.210842+02
L05,1771348.txt,Opportunity Democrats,3,"No particular political stance readily apparent here, nothing to oppose or support my stance",88,"","",2018-05-22 18:54:28.117843+02
L05,1771677.txt,Opportunity Democrats,4,I believe in reform that limits corruption (i.e. ethics rules) and provides legislatures a salary that is commensurate with the work peformed,89,"","",2018-05-22 18:57:44.150638+02
L05,1773178.txt,Opportunity Democrats,4,"It is our responsibility to steward the environment and replenish it. This editorial stated some ways that officials in New York are attempting to replenish what has been lost, for the health of the ecosystem",90,"","",2018-05-22 19:01:31.830044+02
L05,1773203.txt,Opportunity Democrats,4,"I believe in transparency in government, especially in terms of accounting and where the public's money is allocated. This editorial stated the glaring issue when transparency in spending is not provided-- the public does not know where its dollars are going",91,"","",2018-05-22 19:05:54.223866+02
L05,1773217.txt,Opportunity Democrats,3,No particular political stance to oppose or support my stance readily apparent here. Campaigns should be conducted with dignity and respect for all involved,92,"","",2018-05-22 19:09:57.270357+02
L05,1773316.txt,Opportunity Democrats,3,This is a repeat,93,"","",2018-05-22 19:10:55.683737+02
L05,1774425.txt,Opportunity Democrats,1,"I have heard rumors about Russia and Putin's bad behavior. This editorial pointed out some of the problems with Putin's ""staged democracy"". The details of the article make it clear that Russia is not as democratic as it would have other nations assume. That is a problem, and an affectation of democracy instead of true democracy does not (should not) grant access to groups of truly democratic nations, regardless of the country's wealth",94,NO,"",2018-05-22 19:19:39.940405+02
L05,1774836.txt,Opportunity Democrats,4,I support fair district lines and legislative map-making. This editorial uses Alabany as a case of map-making done wrong and calls fro reform to allow a fairer redistricting plan,95,"","",2018-05-22 19:27:02.526377+02
L05,1776285.txt,Opportunity Democrats,5,"The editorial provided statistics on the plight of the mentally ill in prison that would help better argue for reform in the way mentally ill inmates are handled, the care that they are given",96,"",YES,2018-05-22 19:36:33.066189+02
L05,1777602.txt,Opportunity Democrats,3,"No particular political stance readily apparent here. Status report on the market, inflation, and the burden borne by low and middle class. No new information to oppose or support my stance on the economy",97,"","",2018-05-22 19:47:29.464379+02
L05,1777981.txt,Opportunity Democrats,4,Conflicts of interests should be clearly stated in journal articles,98,"","",2018-05-22 19:55:28.774194+02
L05,1779705.txt,Opportunity Democrats,4,"I believe in transparency in government, and I believe that reform should occur when current practices are disservices to citizens. This editorial presented evidence of the need for reform regarding the office of chief state's attorney",99,"","",2018-05-22 20:00:04.760096+02
C02,1829698.txt,Market Skeptic Republicans,4,Things like this need to stop. No governmental branch should be allowed to hold anyone without them being tried and proven guilty of something ever! ,163,"","",2018-05-22 20:30:23.560643+02
C02,1829888.txt,Market Skeptic Republicans,3,I have no problem with immigrants who actuallly come to the US legally and make an effort to become legal citizens. It’s those who come illegally.,164,"","",2018-05-22 20:32:59.145169+02
C02,1830073.txt,Market Skeptic Republicans,3,AR does not stand for assault rifle. As a hunter I am disappointed he did not at very least use proper terms. AR is armolite rifle which is the maker. The gun itself is no more dangerous than a 22. Banning ARs is a step in a very bad direction. ,165,"","",2018-05-22 20:38:11.506063+02
C04,1804259.txt,New Era Enterprisers,2,I generally oppose regulations on economic matters as consumers should provide regulations. ,119,"","",2018-05-22 21:27:17.99116+02
C04,1804516.txt,New Era Enterprisers,4,Congress and the President should not use lame duck sessions in order to pass unpopular bills. Once the voters have spoken politicians should listen. ,120,"","",2018-05-22 21:29:48.207498+02
C04,1807114.txt,New Era Enterprisers,4,Environmental policy is one of the areas where the market will not quickly enough shift production and practices. Government regulation is therefore important to limit the effects of climate change. ,121,"","",2018-05-22 21:41:08.883072+02
C04,1809829.txt,New Era Enterprisers,4,High deficits are a huge concern that the government is not taking seriously and will eventually hurt our economy significantly. ,122,"","",2018-05-22 21:44:12.885267+02
C04,1810262.txt,New Era Enterprisers,2,Unless convicted of a crime if a person if voted in he should be able to keep his position. If the conflicting information comes to light after the campaing that is one thing but that is not the case here. ,123,"","",2018-05-22 22:07:44.5598+02
C04,1811521.txt,New Era Enterprisers,4,I feel that it is important to protect the jucidical process in order to ensure that innocent people are not convicted of crimes. It is the Supreme court's ultmate responsability and they should have taken a different stance. ,124,"","",2018-05-22 22:11:27.443014+02
C04,1811744.txt,New Era Enterprisers,1,If these studies bare out they change my opinion on circumsicion which I originally saw as child mutilation and highly immoral. ,125,YES,"",2018-05-22 22:19:54.145101+02
C04,1812813.txt,New Era Enterprisers,4,Immigration reform is an urgently needed necessity in the United States. ,126,"","",2018-05-22 22:26:38.89554+02
C04,1813610.txt,New Era Enterprisers,4,Iran getting Nuclear weapons and becoming more religious and conservative is a grave threat to the world. Celebrating instances of secularization and pushing for more sanctions in order to achieve it is positive. ,127,"","",2018-05-22 22:30:31.354855+02
C04,1814864.txt,New Era Enterprisers,3,I am unaware of the particulars of the situation in Somalia now and in the past. The article makes some good points that I generally agree with. ,128,"","",2018-05-22 22:34:04.161251+02
